text,department,section,priority,time_bucket
"optical fiber repair on the Kanpur-Prayagraj stretch during the evening , non-urgent next thursday",st,CNB-ALD,low,evening
"Can you schedule a 4h power supply inspection on BPL-ET tonight, critical",trd,BPL-ET,critical,unspecified
Please plan OHE wire tensioning on Itarsi section at night today,trd,BPL-ET,medium,night
"Requesting to plan insulator cleaning on the Prayagraj-Mughalsarai stretch during the morning next wednesday, priority",trd,ALD-MGS,high,morning
"insulator cleaning on near Mathura overnight , immediately next tuesday",trd,MTJ-AGC,critical,night
Low priority bridge inspection required near near Agra next monday during the evening,engg,AGC-CNB,low,evening
"traction transformer check on near Kanpur at night , an emergency a quick",trd,CNB-ALD,critical,night
"rail joint repair on Mathura to Agra during the morning , important a 1h next wednesday",engg,MTJ-AGC,high,morning
Routine ballast renewal required near Itarsi section next wednesday,engg,BPL-ET,low,unspecified
Can you schedule schedule a quick track patrolling in 3 days in the evening on Mathura to Agra,engg,MTJ-AGC,medium,evening
"Kindly plan telecom cable repair on Agra Cantt section next thursday, an emergency",st,MTJ-AGC,critical,unspecified
"optical fiber repair on the Kanpur-Prayagraj stretch during the morning , an emergency a 1h next friday",st,CNB-ALD,critical,morning
"Please need optical fiber repair on ALD-MGS day after tomorrow late at night, as soon as possible",st,ALD-MGS,high,night
Non-urgent catenary wire repair required near the Pandit Deen Dayal Upadhyaya Jn section next tuesday in the pre-dawn hours,trd,ALD-MGS,low,early_morning
"We need to plan insulator cleaning on Bhopal to Itarsi in the morning tonight, priority",trd,BPL-ET,high,morning
Low priority track circuit fault required near AGC-CNB next thursday before dawn,engg,AGC-CNB,low,early_morning
"Please need signal circuit testing on Prayagraj section next friday early morning, whenever convenient",st,CNB-ALD,low,early_morning
plan rail grinding on the Mathura-Agra stretch during the afternoon next thursday,engg,MTJ-AGC,medium,afternoon
"rail grinding on near Prayagraj in the afternoon , top priority next tuesday",engg,ALD-MGS,critical,afternoon
Please schedule rail grinding in a week in the midnight window on Ghaziabad section,engg,NDLS-MTJ,medium,night
"Please a 1h power supply inspection on near Bhopal in 3 days in the evening, low priority",trd,BPL-ET,low,evening
"Kindly plan traction motor check on near Prayagraj day after tomorrow, as soon as possible",trd,ALD-MGS,high,unspecified
"Please schedule a quick auto tensioning device check this weekend in the morning on New Delhi to Mathura, routine",trd,NDLS-MTJ,low,morning
Whenever convenient track patrolling required near Agra to Kanpur next saturday in the pre-dawn hours,engg,AGC-CNB,low,early_morning
Immediately relay room maintenance required near New Delhi-Ghaziabad stretch this weekend during the evening,st,NDLS-MTJ,critical,evening
Top priority optical fiber repair required near New Delhi-Ghaziabad stretch in a week during the afternoon,st,NDLS-MTJ,critical,afternoon
Please plan track geometry check on Agra Cantt section during the morning next thursday,engg,MTJ-AGC,medium,morning
Urgent signal failure attention required near AGC-CNB,st,AGC-CNB,critical,unspecified
"Kindly need signal maintenance on Kanpur to Allahabad today before dawn, as soon as possible",st,CNB-ALD,high,early_morning
Immediately bridge inspection required near Bhopal to Itarsi this weekend,engg,BPL-ET,critical,unspecified
"Please plan traction substation check on BPL-ET in the afternoon tonight, critical",trd,BPL-ET,critical,afternoon
circuit breaker testing required near NDLS-MTJ next wednesday in the afternoon,trd,NDLS-MTJ,medium,afternoon
track patrolling on NDLS-MTJ in the morning a quick next tuesday,engg,NDLS-MTJ,medium,morning
"Requesting to schedule a 2h catenary wire repair next wednesday on the Delhi-Mathura corridor, asap",trd,NDLS-MTJ,critical,unspecified
"plan traction transformer check on Agra Cantt section at night tonight, low priority",trd,MTJ-AGC,low,night
Please plan overhead line repair on Kanpur Central section before dawn next saturday,trd,AGC-CNB,medium,early_morning
Can you schedule plan power supply inspection on the Bhopal-Itarsi stretch tomorrow,trd,BPL-ET,medium,unspecified
"track patrolling on near Kanpur during the afternoon , critical a 1h today",engg,CNB-ALD,critical,afternoon
traction substation check required near ALD-MGS in a week before dawn,trd,ALD-MGS,medium,early_morning
"Please a 2h level crossing signal check on Bhopal to Itarsi at night, routine",st,BPL-ET,low,night
Can you schedule plan broken rail repair on the Kanpur-Prayagraj stretch during the afternoon today,engg,CNB-ALD,medium,afternoon
Can you schedule need catenary wire repair on AGC-CNB in 3 days in the evening,trd,AGC-CNB,medium,evening
optical fiber repair required near BPL-ET,st,BPL-ET,medium,unspecified
"Requesting to schedule rail welding repair today on the Prayagraj-Mughalsarai stretch, an emergency",engg,ALD-MGS,critical,unspecified
OHE inspection on Agra Cantt section before dawn a 4h tonight,trd,MTJ-AGC,medium,early_morning
"broken rail repair on near New Delhi in the evening , minor a 4h day after tomorrow",engg,NDLS-MTJ,low,evening
Kindly a 1h rail welding repair on the Kanpur-Prayagraj stretch next monday in the afternoon,engg,CNB-ALD,medium,afternoon
"We need to need OHE wire tensioning on BPL-ET tomorrow at night, high priority",trd,BPL-ET,high,night
"Kindly need point machine repair on MTJ-AGC next tuesday in the morning, low priority",st,MTJ-AGC,low,morning
Critical deep screening required near AGC-CNB in the pre-dawn hours,engg,AGC-CNB,critical,early_morning
"Kindly plan signal failure attention on near Agra in the afternoon next monday, asap",st,AGC-CNB,critical,afternoon
"route relay interlocking check on Allahabad to Mughalsarai during the evening , minor a quick in 3 days",st,ALD-MGS,low,evening
"OHE snag rectification on Mathura to Agra late at night , immediately a 2h next thursday",trd,MTJ-AGC,critical,night
Minor bridge inspection required near New Delhi-Ghaziabad stretch next thursday late at night,engg,NDLS-MTJ,low,night
Urgent ballast renewal required near near Bhopal next tuesday in the pre-dawn hours,engg,BPL-ET,critical,early_morning
"Please schedule a 4h traction substation check next tuesday at night on ALD-MGS, priority",trd,ALD-MGS,high,night
Please schedule block instrument check tomorrow during the afternoon on Kanpur Central section,st,AGC-CNB,medium,afternoon
"Can you schedule need traction substation check on MTJ-AGC next tuesday during the afternoon, priority",trd,MTJ-AGC,high,afternoon
rail welding repair on Kanpur Central section late at night a 4h in 3 days,engg,AGC-CNB,medium,night
Can you schedule a 2 hour power supply inspection on New Delhi to Mathura next monday late at night,trd,NDLS-MTJ,medium,night
"schedule a 2 hour pantograph inspection today in the afternoon on Agra to Kanpur, immediately",trd,AGC-CNB,critical,afternoon
"Requesting to a 4h track inspection on New Delhi to Mathura next saturday during the afternoon, important",engg,NDLS-MTJ,high,afternoon
"Please a quick power supply inspection on AGC-CNB next wednesday in the pre-dawn hours, urgent",trd,AGC-CNB,critical,early_morning
Critical interlocking check required near Ghaziabad section in a week during the evening,st,NDLS-MTJ,critical,evening
"We need to schedule a 2h track geometry check day after tomorrow early morning on Itarsi section, as soon as possible",engg,BPL-ET,high,early_morning
"a 2 hour deep screening on the Prayagraj-Mughalsarai stretch next thursday during the afternoon, as soon as possible",engg,ALD-MGS,high,afternoon
"Requesting to need signal cable inspection on Agra Cantt section next tuesday, important",st,MTJ-AGC,high,unspecified
Can you schedule schedule a 2h level crossing signal check in the morning on near Kanpur,st,CNB-ALD,medium,morning
"formation strengthening on AGC-CNB in the morning , non-urgent tonight",engg,AGC-CNB,low,morning
"Can you schedule need rail grinding on ALD-MGS tonight in the morning, priority",engg,ALD-MGS,high,morning
"Please plan traction transformer check on the Agra-Kanpur stretch next friday, top priority",trd,AGC-CNB,critical,unspecified
Please plan track circuit fault on the Kanpur-Prayagraj stretch in the afternoon today,engg,CNB-ALD,medium,afternoon
"track inspection on the Pandit Deen Dayal Upadhyaya Jn section in the evening , an emergency a 1h in 3 days",engg,ALD-MGS,critical,evening
"Can you schedule need formation strengthening on AGC-CNB in 3 days in the evening, critical",engg,AGC-CNB,critical,evening
An emergency bridge inspection required near Itarsi section tonight during the morning,engg,BPL-ET,critical,morning
As soon as possible circuit breaker testing required near near Bhopal next friday in the pre-dawn hours,trd,BPL-ET,high,early_morning
"We need to plan route relay interlocking check on near Bhopal this weekend, important",st,BPL-ET,high,unspecified
"schedule a 4h ballast renewal next monday in the afternoon on near Prayagraj, high priority",engg,ALD-MGS,high,afternoon
Requesting to a 1h telecom cable repair on MTJ-AGC tomorrow overnight,st,MTJ-AGC,medium,night
Urgent block instrument check required near New Delhi-Ghaziabad stretch this weekend during the afternoon,st,NDLS-MTJ,critical,afternoon
"a 2 hour signal cable inspection on the Agra-Kanpur stretch tonight in the afternoon, routine",st,AGC-CNB,low,afternoon
"Requesting to a 1h signal maintenance on near Agra next tuesday in the morning, urgent",st,AGC-CNB,critical,morning
"Please a 2 hour traction substation check on the Agra-Kanpur stretch next friday in the afternoon, routine",trd,AGC-CNB,low,afternoon
"Kindly schedule a 2h bridge inspection next saturday on Mathura to Agra, non-urgent",engg,MTJ-AGC,low,unspecified
"need track inspection on the Kanpur-Prayagraj stretch overnight, low priority",engg,CNB-ALD,low,night
"Kindly a 4h OHE wire tensioning on the Pandit Deen Dayal Upadhyaya Jn section tonight late at night, high priority",trd,ALD-MGS,high,night
Whenever convenient block section telephone repair required near near New Delhi today during the afternoon,st,NDLS-MTJ,low,afternoon
"Kindly schedule a 2 hour bridge inspection next wednesday overnight on near Kanpur, priority",engg,CNB-ALD,high,night
"We need to plan optical fiber repair on New Delhi to Mathura in 3 days, urgent",st,NDLS-MTJ,critical,unspecified
"We need to need sleeper replacement on Ghaziabad section next friday, non-urgent",engg,NDLS-MTJ,low,unspecified
"Please schedule a 1h track geometry check tonight in the afternoon on BPL-ET, high priority",engg,BPL-ET,high,afternoon
"Kindly need track geometry check on New Delhi-Ghaziabad stretch in a week, low priority",engg,NDLS-MTJ,low,unspecified
Non-urgent OHE snag rectification required near NDLS-MTJ in a week during the afternoon,trd,NDLS-MTJ,low,afternoon
"Can you schedule plan broken rail repair on the Bhopal-Itarsi stretch in the afternoon tonight, routine",engg,BPL-ET,low,afternoon
"formation strengthening on the Delhi-Mathura corridor during the evening , an emergency a 2h next tuesday",engg,NDLS-MTJ,critical,evening
"optical fiber repair on the Pandit Deen Dayal Upadhyaya Jn section during the morning , critical a 3h tonight",st,ALD-MGS,critical,morning
need overhead line repair on Ghaziabad section day after tomorrow in the midnight window,trd,NDLS-MTJ,medium,night
"Kindly need block instrument check on Kanpur Central section this weekend before dawn, critical",st,AGC-CNB,critical,early_morning
"Can you schedule need overhead line repair on ALD-MGS this weekend before dawn, priority",trd,ALD-MGS,high,early_morning
Please schedule sleeper replacement next friday in the pre-dawn hours on MTJ-AGC,engg,MTJ-AGC,medium,early_morning
"Kindly need track circuit fault on New Delhi to Mathura this weekend overnight, immediately",engg,NDLS-MTJ,critical,night
Critical level crossing signal check required near CNB-ALD next friday during the morning,st,CNB-ALD,critical,morning
"We need to insulator cleaning on near Agra day after tomorrow, as soon as possible",trd,AGC-CNB,high,unspecified
